time,open,close,high,low,volume
2021-09-19 22:00:00,47452.52686251,47233.0,47590.0,47012.0,87.66423918
2021-09-19 22:30:00,47210.21373351,47043.0,47287.0,46837.0,103.70664281
2021-09-19 23:00:00,47023.0,47203.0,47222.0,46997.0,16.09832208
2021-09-19 23:30:00,47204.0,47239.0,47365.0,47176.69764098,14.02977025
2021-09-20 00:00:00,47244.0,46914.0,47327.0,46811.0,51.87622014
2021-09-20 00:30:00,46908.0,46991.0,47054.0,46792.0,50.65516687
2021-09-20 01:00:00,46991.35658075,47109.01969392,47169.0,46933.0,50.69613296
2021-09-20 01:30:00,47094.8635824,47239.52625688,47275.0,47082.0,9.58371348
2021-09-20 02:00:00,47234.62051934,46918.0,47257.35833104,46918.0,39.66977714
2021-09-20 02:30:00,46917.62969384,45973.0,46928.99465921,45900.0,1284.96093525
2021-09-20 03:00:00,45972.0,45572.0,46086.80372518,45117.0,858.8196884500001
2021-09-20 03:30:00,45597.0,45582.0,45708.0,45520.0,95.34661271
2021-09-20 04:00:00,45582.0,45615.0,45615.0,45369.0,90.52874544
2021-09-20 04:30:00,45614.0,45673.0,45774.0,45586.0,73.81582127
2021-09-20 05:00:00,45661.0,45820.0,45831.0,45661.0,29.1837051
2021-09-20 05:30:00,45821.0,45730.0,45821.0,45621.0,43.65774395
2021-09-20 06:00:00,45739.43686112,45649.0,45789.66791829,45530.0,109.38546029
2021-09-20 06:30:00,45650.0,45655.9403398,45673.0,45471.0,216.12527914
2021-09-20 07:00:00,45662.0,45396.0,45789.0,45370.0,136.69959569
2021-09-20 07:30:00,45397.0,44838.62731917,45451.0,44429.61584163,763.92529193
2021-09-20 08:00:00,44828.0,44957.0,45082.0,44688.0,162.61757598
2021-09-20 08:30:00,44957.0,45066.09963466,45149.0,44921.0,160.92946273
2021-09-20 09:00:00,45066.09963466,45014.0,45175.0,44911.89555508,98.33864455
2021-09-20 09:30:00,45013.19368732,44852.0,45049.78021785,44784.0,100.31948204
2021-09-20 10:00:00,44852.0,44880.0,45288.0,44504.54105475,305.52461584
2021-09-20 10:30:00,44880.0,44589.0,44975.0,44322.0,389.52291506
2021-09-20 11:00:00,44581.0,43881.0,44622.0,43631.0,653.16729968
2021-09-20 11:30:00,43881.0,43750.02971343,44250.0,43330.0,768.79643929
2021-09-20 12:00:00,43742.0,43118.0,44038.0,43006.0,940.79609967
2021-09-20 12:30:00,43126.0,43521.0,43601.0,42567.0,1410.62432534
2021-09-20 13:00:00,43530.0,43829.0,43925.0,43176.0,322.12490184
2021-09-20 13:30:00,43828.0,44059.0,44138.0,43622.0,326.55749845
2021-09-20 14:00:00,44059.42963414,44007.61458486,44141.0,43737.00395373,128.46092853
2021-09-20 14:30:00,44001.0,43828.0,44025.0,43741.0,120.94476706
2021-09-20 15:00:00,43828.0,43950.0,44003.0,43429.0,178.56445054
2021-09-20 15:30:00,43951.0,43872.0,44021.0,43692.0,243.40459647
2021-09-20 16:00:00,43863.0,44025.0,44119.0,43588.0,170.44531668
2021-09-20 16:30:00,44026.0,43855.0,44097.0,43840.0,124.62145243
2021-09-20 17:00:00,43855.0,43998.0,44004.0,43741.0,69.49237335
2021-09-20 17:30:00,43986.0,44063.0,44244.0,43868.0,118.75451668
2021-09-20 18:00:00,44063.0,43608.0,44121.0,43599.30901598,146.86982621
2021-09-20 18:30:00,43607.99623257,43411.0,43664.0,43240.0,217.83479422
2021-09-20 19:00:00,43420.73824266,43074.0,43509.0,42904.23230748,249.10086684
2021-09-20 19:30:00,43086.49640764,43888.0,43972.0,43075.0,350.74150059
2021-09-20 20:00:00,43873.51211066,43662.0,43963.0,43654.69467493,58.21380058
2021-09-20 20:30:00,43668.0,43549.0,43785.0,43230.0,78.65485948
2021-09-20 21:00:00,43548.0,43766.0,43810.0,43432.0,81.04469896
2021-09-20 21:30:00,43758.0,43524.0,43890.0,43496.0,23.63318483
2021-09-20 22:00:00,43524.45527856,43778.0,43854.0,43524.45527856,55.78474309
2021-09-20 22:30:00,43789.0,43325.0,43916.0,43063.0,231.58980943
2021-09-20 23:00:00,43334.0,42658.06691449,43630.0,42658.06691449,292.68987231
2021-09-20 23:30:00,42696.0,43025.0,43025.0,42576.0,141.45811559
2021-09-21 00:00:00,43025.0,41048.87968404,43028.0,40255.0,2477.19557065
2021-09-21 00:30:00,41072.0,41666.0,42088.11363844,40818.0,810.01613428
2021-09-21 01:00:00,41682.0,42207.0,42257.0,41569.0,210.22324763
2021-09-21 01:30:00,42215.0,42777.0,42810.0,42112.0,242.60294673
2021-09-21 02:00:00,42778.0,42716.0,42906.0,42541.0,297.84398432
2021-09-21 02:30:00,42719.0,42920.0,43106.0,42648.0,85.83302426
2021-09-21 03:00:00,42918.21447088,42903.0,42957.0,42771.0,33.46033809
2021-09-21 03:30:00,42897.0,42697.0,42897.0,42605.0,62.81987333
2021-09-21 04:00:00,42711.0,42362.0,42881.0,42341.0,150.34810297
2021-09-21 04:30:00,42360.0,42452.0,42519.0,42328.4328802,55.48653806
2021-09-21 05:00:00,42447.0,42395.0,42570.52995222,42194.0,77.78878691
2021-09-21 05:30:00,42407.0,42571.0,42767.0,42392.0,317.29766436
2021-09-21 06:00:00,42583.0,42863.0,42863.0,42583.0,81.0256818
2021-09-21 06:30:00,42853.86750861,42892.0,43081.0,42753.0,164.07419332
2021-09-21 07:00:00,42892.0,42948.0,42981.0,42836.52234589,66.91009491
2021-09-21 07:30:00,42950.0,43303.0,43327.0,42779.0,222.40959763
2021-09-21 08:00:00,43295.0,43242.0,43297.0,43071.0,119.989155
2021-09-21 08:30:00,43251.0,43276.0,43444.0,43112.0,239.06570837
2021-09-21 09:00:00,43276.0,43230.0,43421.0,43119.19700588,102.69588615
2021-09-21 09:30:00,43231.0,43159.0,43357.0,43106.0,61.64801548
2021-09-21 10:00:00,43166.0,43213.0,43297.0,43098.0,47.1791115
2021-09-21 10:30:00,43215.0,43444.0,43625.0,43123.58825428,207.78344
2021-09-21 11:00:00,43453.0,43501.0,43505.0,43322.0,39.2043525
2021-09-21 11:30:00,43483.0,43316.0,43560.0,43257.0,68.53130994
2021-09-21 12:00:00,43305.0,43288.0,43545.0,43097.0,173.87777351
2021-09-21 12:30:00,43304.0,43139.90933891,43367.49379766,43114.0,64.28265345
2021-09-21 13:00:00,43139.51454343,43112.0,43210.0,42838.0,159.7648363
2021-09-21 13:30:00,43111.0,43145.0,43325.0,42928.44803452,131.63359243
2021-09-21 14:00:00,43145.0,42700.0,43185.0,42504.35435347,361.00793438
2021-09-21 14:30:00,42701.55178643,42440.0,42740.0,42200.0,361.35211954
2021-09-21 15:00:00,42440.0,42690.0,42700.0,42353.0,95.0531824
2021-09-21 15:30:00,42690.0,43104.0,43299.0,42615.0,259.03442567
2021-09-21 16:00:00,43104.0,43060.0,43283.0,42797.0,112.12106838
2021-09-21 16:30:00,43056.0,42468.0,43056.0,42401.0,273.21640075
2021-09-21 17:00:00,42469.0,42158.0,42609.0,41856.0,332.55224755
2021-09-21 17:30:00,42156.78571805,41712.29603332,42194.0,41525.0,269.1538178
2021-09-21 18:00:00,41712.0,42416.0,42839.0,41661.0,491.75933089
2021-09-21 18:30:00,42415.0,42239.0,42588.97465674,42107.0,179.63431534
2021-09-21 19:00:00,42228.0,41990.0,42409.0,41755.0,273.76696464
2021-09-21 19:30:00,41990.0,42037.0,42480.0,41977.0,138.43883985
2021-09-21 20:00:00,42036.84911338,41636.56221459,42329.0,41575.0,401.83492145
2021-09-21 20:30:00,41630.06577914,40941.0,41682.0,40736.0,891.11613091
2021-09-21 21:00:00,40949.97179544,40995.26761158,41300.0,39678.0,2088.76421842
2021-09-21 21:30:00,41002.30462038,41411.51631305,41933.0,40995.0,351.36754047
2021-09-21 22:00:00,41401.44452833,41202.0,41669.0,41064.0,301.83894833
2021-09-21 22:30:00,41199.0,40539.0,41294.85620332,40499.0,377.90421293
2021-09-21 23:00:00,40535.65388335,40641.15070395,41062.0,40438.0,254.9145508
2021-09-21 23:30:00,40641.0,40747.95941373,40754.0,40222.0,374.10848259
2021-09-22 00:00:00,40748.0,41151.0,41494.0,40636.0,603.55301245
2021-09-22 00:30:00,41147.0,41031.0,41147.0,40601.0,196.67963292
2021-09-22 01:00:00,41031.0,42135.0,42203.0,40821.0,364.24257767
2021-09-22 01:30:00,42113.16241521,42210.0,42383.0,41950.0,148.35072505
2021-09-22 02:00:00,42212.08544864,41951.0,42288.0,41934.24977336,118.11003015
2021-09-22 02:30:00,41967.0,42068.0,42219.0,41911.72245241,94.88182213
2021-09-22 03:00:00,42067.0,42229.0,42419.0,42040.0,90.8355135
2021-09-22 03:30:00,42228.46212053,42087.0,42366.0,42048.0,100.48253359
2021-09-22 04:00:00,42074.0,42035.0,42160.0,41951.0,308.64190454
2021-09-22 04:30:00,42031.0,41910.0,42050.0,41833.95299714,46.77966705
2021-09-22 05:00:00,41917.36209519,42166.0,42194.96604862,41917.36209519,468.86214691
2021-09-22 05:30:00,42166.0,41994.0,42167.0,41864.0,54.07036607
2021-09-22 06:00:00,42006.0,42092.10253657,42185.0,41873.0,134.382341
2021-09-22 06:30:00,42093.47581168,42325.0,42368.40488913,42090.0,123.05978132
2021-09-22 07:00:00,42326.0,42272.0,42434.66717191,42147.0,82.40459902
2021-09-22 07:30:00,42276.0,42561.0,42744.0,42269.0,233.49301177
2021-09-22 08:00:00,42554.0,42404.0,42616.48066075,42400.0,72.05298727
2021-09-22 08:30:00,42404.0,42296.0,42452.0,42257.0,55.37017462
