time,open,close,high,low,volume
2021-09-22 09:00:00,42299.0,42320.0,42364.68654742,42148.0,60.540151540000004
2021-09-22 09:30:00,42321.0,42410.0569605,42439.0,42221.0,32.56222831
2021-09-22 10:00:00,42413.0,42209.0,42505.0,42187.0,44.37307526
2021-09-22 10:30:00,42210.0,42167.0,42332.0,41988.0,104.5006282
2021-09-22 11:00:00,42174.0,42050.0,42216.0,42033.0,50.19427797
2021-09-22 11:30:00,42050.0,41970.0,42072.0,41869.0,117.95275349
2021-09-22 12:00:00,41970.64051374,42005.0,42139.0,41916.0,47.87398913
2021-09-22 12:30:00,42024.0,42198.76199316,42248.97035879,42024.0,34.16307795
2021-09-22 13:00:00,42200.0,42289.0,42664.0,42128.0,222.12553786
2021-09-22 13:30:00,42289.0,42377.7185944,42379.0,42081.0,114.30527674
2021-09-22 14:00:00,42378.0,42519.0,42592.0,42302.05808717,226.21453769000001
2021-09-22 14:30:00,42535.0,42329.11689608,42572.0,42305.0,130.24211349
2021-09-22 15:00:00,42331.0,42792.0,42888.0,42331.0,297.09957686
2021-09-22 15:30:00,42792.0,43229.0,43277.0,42762.0,438.56004422
2021-09-22 16:00:00,43228.22090962,43214.0,43436.0,43082.0,313.33803231
2021-09-22 16:30:00,43214.0,43357.0,43389.0,43143.0,157.03446186
2021-09-22 17:00:00,43347.0,43088.0,43388.0,42958.0,402.79138111
2021-09-22 17:30:00,43082.0,43137.77399545,43310.05863041,43082.0,153.4763939
2021-09-22 18:00:00,43140.0,43902.0,44000.0,42953.0,933.36066276
2021-09-22 18:30:00,43897.0,43146.46516219,43904.0,43067.0,459.63908953
2021-09-22 19:00:00,43146.1304981,43478.0,43580.48867025,42901.0,202.77904167
2021-09-22 19:30:00,43484.0,43424.0,43531.36236789,43361.0,65.26013251
2021-09-22 20:00:00,43417.0,43413.0,43436.0,43200.0,57.64546896
2021-09-22 20:30:00,43388.0,43444.6215248,43530.0,43372.0,27.80469569
2021-09-22 21:00:00,43449.0,43541.0,43631.77363651,43350.0,81.81765666
2021-09-22 21:30:00,43548.36088743,43259.0,43676.42350612,43029.0,89.18043465
2021-09-22 22:00:00,43259.0,43284.0,43540.0,43218.0,49.36508746
2021-09-22 22:30:00,43288.0,43556.0,43572.83075327,43244.0,105.44250592
2021-09-22 23:00:00,43540.0,43525.0,43616.0,43495.0,81.10245092
2021-09-22 23:30:00,43529.0,43574.0,43684.90284789,43528.0,36.82170462
2021-09-23 00:00:00,43575.0,43304.0,43857.93684653,43303.0,223.39012088
2021-09-23 00:30:00,43302.60991307,43203.0,43540.0,43142.0,53.39218415
2021-09-23 01:00:00,43208.0,43322.0,43369.0,43102.0,46.57778626
2021-09-23 01:30:00,43309.0,43643.0,43688.0,43309.0,53.1924085
2021-09-23 02:00:00,43654.67018182,43695.0,43730.0,43518.0,71.5645601
2021-09-23 02:30:00,43706.32704488,43716.0,43825.0,43622.83008429,97.93463063
2021-09-23 03:00:00,43717.0,44161.0,44193.62577308,43642.0,205.9753266
2021-09-23 03:30:00,44160.0,44070.0,44190.0,43948.0,146.96397406
2021-09-23 04:00:00,44070.0,44148.0,44172.20287395,44050.17648402,104.24975733
2021-09-23 04:30:00,44147.0,44049.0,44280.0,44039.0,114.80120203
2021-09-23 05:00:00,44048.0,43838.0,44121.0,43790.0,101.32108187
2021-09-23 05:30:00,43841.0,43904.0,43955.0,43755.0,86.89335878
2021-09-23 06:00:00,43904.0,43758.0,43966.16413125,43740.0,54.00249171
2021-09-23 06:30:00,43758.0,44313.0,44356.0,43757.0,143.12233122
2021-09-23 07:00:00,44308.0,44119.0,44318.0,44000.0,66.31981025
2021-09-23 07:30:00,44118.0,44242.0,44259.0,44056.0,51.56327366
2021-09-23 08:00:00,44242.47520577,44188.0,44299.0,44070.0,61.48313809
2021-09-23 08:30:00,44182.0,43885.0,44218.0,43850.0,198.67080057
2021-09-23 09:00:00,43860.0,44063.0,44210.0,43809.0,95.05605906
2021-09-23 09:30:00,44063.0,44016.0,44106.0,43931.0,38.38024831
2021-09-23 10:00:00,44015.0,43581.0,44155.0,43462.0,332.44574561
2021-09-23 10:30:00,43589.0,43796.0,43826.0,43535.0,100.48436699
2021-09-23 11:00:00,43773.0,43688.52987177,43828.0,43557.0,80.95282194
2021-09-23 11:30:00,43687.6245796,43650.51000978,43779.0,43408.0,63.38050569
2021-09-23 12:00:00,43651.0,43569.71565605,43754.0,43416.06574855,99.4511914
2021-09-23 12:30:00,43563.0,43526.0,43944.0,43466.0,177.70062069
2021-09-23 13:00:00,43524.0,43694.0,43701.0,43458.0,70.73076812
2021-09-23 13:30:00,43695.0,44062.0,44212.0,43675.15606225,224.91437289
2021-09-23 14:00:00,44069.0,44119.0,44244.0,43982.0,183.5052546
2021-09-23 14:30:00,44123.8557949,44152.0,44210.85093188,44062.0,55.54109262
2021-09-23 15:00:00,44153.0,43955.41049846,44229.0,43902.0,93.93542771
2021-09-23 15:30:00,43949.0,43769.0,43949.0,43718.0,105.92965425
2021-09-23 16:00:00,43771.0,43744.0,43864.0,43642.0,80.37990943
2021-09-23 16:30:00,43744.0,43812.0,43893.0,43731.0,23.5767858
2021-09-23 17:00:00,43816.0,44717.0,44770.0,43816.0,691.96143996
2021-09-23 17:30:00,44718.0,44833.0,44953.0,44700.0,231.28541389
2021-09-23 18:00:00,44833.80420673,44817.0,44929.0,44500.0,218.78321708000001
2021-09-23 18:30:00,44809.0,44755.88820985,44874.0,44616.0,68.43760953
2021-09-23 19:00:00,44801.24030279,44602.0,44875.0,44602.0,22.61279235
2021-09-23 19:30:00,44603.0,44812.0,44824.28813744,44601.0,22.11685684
2021-09-23 20:00:00,44809.0,44596.0,44854.0,44511.0,40.79756288
2021-09-23 20:30:00,44600.0,44708.0,44730.0,44568.0,14.12992079
2021-09-23 21:00:00,44708.39578973,44701.84587937,44771.2618406,44630.0,28.91154462
2021-09-23 21:30:00,44707.0,44692.0,44714.0,44601.0,19.08700169
2021-09-23 22:00:00,44691.39940086,44577.0,44850.0,44411.0,61.65292853
2021-09-23 22:30:00,44606.0,44837.0,45000.0,44519.72359375,78.89111914
2021-09-23 23:00:00,44837.47959299,44860.0,44905.0,44629.0,50.71546601
2021-09-23 23:30:00,44855.0,44884.68321336,44911.40421911,44791.0,29.44996179
2021-09-24 00:00:00,44893.0,44888.0,44993.0,44738.0,71.28786745
2021-09-24 00:30:00,44899.0,44682.0,44917.0,44649.0,68.6077952
2021-09-24 01:00:00,44692.0,44678.0,44779.0,44580.0,47.62859112
2021-09-24 01:30:00,44676.0,44483.95400721,44805.0,44444.0,56.41119798
2021-09-24 02:00:00,44522.0,44404.0,44577.0,44334.0,128.06809701
2021-09-24 02:30:00,44436.0,44459.0,44491.0,44330.0,30.2494109
2021-09-24 03:00:00,44459.0,44567.63555804,44579.0,44405.0,47.48878768
2021-09-24 03:30:00,44565.0,44310.0,44569.0,44250.60565091,45.752071719999996
2021-09-24 04:00:00,44309.0,44201.721208,44397.0,44061.0,77.27235432
2021-09-24 04:30:00,44206.0,44290.0,44330.70172864,44206.0,24.76744591
2021-09-24 05:00:00,44289.0,44044.0,44306.0,43927.0,64.92561193
2021-09-24 05:30:00,44044.0,44224.0,44224.0,43949.0,40.33095303
2021-09-24 06:00:00,44225.0,44393.0,44447.0,44159.0,34.86904259
2021-09-24 06:30:00,44393.0,44154.0,44410.0,44153.0,49.09444895
2021-09-24 07:00:00,44152.56811816,44664.0,44810.0,44141.0,358.90725024
2021-09-24 07:30:00,44664.0,44861.0,45164.4867643,44588.57434657,447.85916717
2021-09-24 08:00:00,44856.0,45043.0,45076.0,44842.29674618,67.53920791
2021-09-24 08:30:00,45071.89327764,44523.0,45072.0,44460.0,169.15908983
2021-09-24 09:00:00,44523.0,42804.0,44538.0,42655.34136716,1070.70225291
2021-09-24 09:30:00,42800.0,42393.5850727,43257.0,42358.26010437,821.43191283
2021-09-24 10:00:00,42393.0,42519.0,42733.0,42220.0,422.45434042
2021-09-24 10:30:00,42519.0,42208.0,42519.0,42006.0,472.90095114
2021-09-24 11:00:00,42208.0,41538.0,42318.0,40755.0,1400.84220122
2021-09-24 11:30:00,41538.0,41553.12952317,41701.0,40943.0,715.22856955
2021-09-24 12:00:00,41551.0,41608.0,41660.74862109,41047.0,371.05323714
2021-09-24 12:30:00,41616.0,41210.0,41620.0,40979.0,312.35769077
2021-09-24 13:00:00,41211.0,41159.76982561,41363.0,40858.0,482.00087251
2021-09-24 13:30:00,41156.0,41870.0,42000.0,41104.0,595.01667826
2021-09-24 14:00:00,41864.0,42507.91922102,42631.0,41802.96668482,453.41552177
2021-09-24 14:30:00,42507.91922102,42458.0,42688.0,42344.86877002,192.52739868
2021-09-24 15:00:00,42459.0,42253.0,42489.91919871,42175.44981703,260.84233567
2021-09-24 15:30:00,42254.0,42001.0,42254.0,41597.0,278.10085763
2021-09-24 16:00:00,41983.0,42182.0,42286.0,41900.0,114.50847645
2021-09-24 16:30:00,42194.22564994,42218.0,42379.0,42124.0,69.31979414
2021-09-24 17:00:00,42218.0,42177.29488245,42218.0,41958.0,60.7990659
2021-09-24 17:30:00,42177.0,42022.0,42177.0,41779.0,145.39280596
2021-09-24 18:00:00,42022.01107389,42243.0,42299.0,41970.0,59.68792422
2021-09-24 18:30:00,42245.0,42205.0,42343.2277896,42072.0,49.5241753
2021-09-24 19:00:00,42205.0,42377.0,42383.0,42182.0,58.93036209
2021-09-24 19:30:00,42374.0,42407.0,42565.0,42246.0,94.46919789
2021-09-24 20:00:00,42408.0,42545.0,42559.0,42354.0,42.06691612
2021-09-24 20:30:00,42545.0,42999.28015485,43015.0,42526.0,284.19993285
2021-09-24 21:00:00,42999.0,43044.0,43152.0,42999.0,302.53340388
2021-09-24 21:30:00,43038.0,42952.0,43222.0,42888.0,228.78056159
2021-09-24 22:00:00,42953.0,42888.0,43020.0,42888.0,225.70462584
2021-09-24 22:30:00,42888.0,43044.0,43135.0,42822.0,226.0182233
2021-09-24 23:00:00,43048.0,42932.0,43071.0,42885.0,49.40535184
2021-09-24 23:30:00,42932.0,42856.0,42932.0,42569.0,72.14853475
2021-09-25 00:00:00,42861.0,42736.72365065,42986.84667145,42652.0,93.09844821
2021-09-25 00:30:00,42736.72365065,42787.0,42858.0,42606.0,51.8961402
2021-09-25 01:00:00,42790.9019223,42189.0,42821.0,42159.0,77.29352205
2021-09-25 01:30:00,42189.52310696,42444.0,42487.0,42071.0,77.51558386
2021-09-25 02:00:00,42445.0,42555.0,42584.0,42394.0,19.59101384
2021-09-25 02:30:00,42555.0,42371.0,42767.0,42323.0,41.89638856
2021-09-25 03:00:00,42394.0,42604.14628172,42702.41074527,42388.0,23.02571061
2021-09-25 03:30:00,42604.90955012,42674.0,42808.0,42604.90955012,32.95091305
2021-09-25 04:00:00,42675.0,42864.16130785,42899.0,42669.0,57.07720727
2021-09-25 04:30:00,42864.0,42745.0,42887.0,42709.0,53.36073341
2021-09-25 05:00:00,42745.0,42506.0,42879.0,42465.44035348,46.05675846
2021-09-25 05:30:00,42506.0,42501.04816896,42784.0,42501.04816896,30.69229398
2021-09-25 06:00:00,42501.95114016,42690.0,42741.0,42495.91261493,20.09311362
2021-09-25 06:30:00,42687.0,42788.0,42861.0,42687.0,14.12246275
2021-09-25 07:00:00,42788.0,42413.0,42814.68832034,42409.0,28.39092357
2021-09-25 07:30:00,42413.0,42391.0,42557.0,42275.0,51.16001446
2021-09-25 08:00:00,42409.0,42163.0,42549.0,42087.0,83.87860734
2021-09-25 08:30:00,42162.0,42691.0,42795.0,41728.0,371.485175
2021-09-25 09:00:00,42691.0,42757.49198812,42828.0,42502.0,132.61686311
2021-09-25 09:30:00,42758.0,42690.0,42926.0,42601.0,60.10697222
2021-09-25 10:00:00,42690.0,42878.0,42977.0,42690.0,121.96460241
2021-09-25 10:30:00,42892.05201381,42702.0,42914.0,42656.0,72.67516069
2021-09-25 11:00:00,42710.0,42418.0,42710.0,42300.0,123.05325716
2021-09-25 11:30:00,42418.0,42535.0,42577.0,42362.0,56.34076691
2021-09-25 12:00:00,42535.0,42553.0,42653.0,42344.0,79.01273032
2021-09-25 12:30:00,42535.0,42406.0,42572.0,42373.0,42.54570601
2021-09-25 13:00:00,42405.0,42616.0,42788.0,42304.0,75.2416554
2021-09-25 13:30:00,42611.0,42569.93377828,42692.0,42495.91261493,49.3258634
2021-09-25 14:00:00,42560.05397526,42364.0,42637.0,42204.0,92.02956148
2021-09-25 14:30:00,42363.0,42403.0,42455.0,42268.0,92.73988696
2021-09-25 15:00:00,42390.0,42701.0,42702.0,42265.0,88.36089804
2021-09-25 15:30:00,42701.50777408,42711.0,42829.0,42619.0,64.93271389
2021-09-25 16:00:00,42712.0,42577.0,42770.0,42398.0,78.21245524
2021-09-25 16:30:00,42577.0,42672.0,42767.0,42505.0,72.95455596
2021-09-25 17:00:00,42672.0,42709.0,42713.62629272,42579.0,33.09474818
2021-09-25 17:30:00,42709.0,42659.99402275,42750.0,42601.0,28.29610458
2021-09-25 18:00:00,42656.14928694,42586.0,42850.0,42481.0,51.64351038
2021-09-25 18:30:00,42573.26527862,42618.43442421,42731.0,42510.0,77.49047488
2021-09-25 19:00:00,42633.0,42720.0,42741.0,42552.0,20.91983049
2021-09-25 19:30:00,42720.93854565,42684.35132139,42831.0,42645.0,50.2697201
2021-09-25 20:00:00,42684.88778983,42585.0,42709.0,42579.0,19.79927885
2021-09-25 20:30:00,42585.0,42683.0,42847.0,42585.0,34.7228856
2021-09-25 21:00:00,42685.0,42546.0,42696.0,42435.0,95.5158805
2021-09-25 21:30:00,42545.0,42716.0,42753.31279671,42545.0,12.53610167
2021-09-25 22:00:00,42711.0,42714.99479286,42777.0,42631.0,15.95334808
2021-09-25 22:30:00,42718.0,42748.0,42794.77517917,42718.0,8.43123312
2021-09-25 23:00:00,42749.0,42716.85828438,42835.14751082,42628.34975124,29.44710728
2021-09-25 23:30:00,42732.65864621,42714.0,42788.0,42699.70183169,6.63708505
2021-09-26 00:00:00,42714.0,42532.0,42766.99779808,42451.0,54.85901193
2021-09-26 00:30:00,42538.0,42621.0,42637.0,42366.0,55.7074531
2021-09-26 01:00:00,42621.14333779,42553.0,42643.58588197,42441.0,43.28724609
2021-09-26 01:30:00,42558.0,42419.0,42558.0,42138.85623496,73.45420748
2021-09-26 02:00:00,42419.0,42041.0,42472.0,41981.0,304.06242228
2021-09-26 02:30:00,42040.00070321,42098.0,42265.0,41976.71216019,46.54102768
2021-09-26 03:00:00,42094.0,42322.0,42349.0,41981.0,95.31545317
2021-09-26 03:30:00,42322.0,42258.0,42420.0,42192.0,29.6098982
2021-09-26 04:00:00,42256.0,42100.0,42262.0,42081.0,31.18034829
2021-09-26 04:30:00,42100.0,42263.0,42276.0,41914.11689273,103.67929578
2021-09-26 05:00:00,42263.0,42197.0,42319.0,42181.0,23.00471108
2021-09-26 05:30:00,42197.05005069,42100.0,42197.05005069,42016.0,32.44395204
2021-09-26 06:00:00,42084.0,42147.0,42169.0,41993.0,43.83941054
2021-09-26 06:30:00,42169.65774069,42020.0,42214.8063004,41993.12030097,35.82944155
2021-09-26 07:00:00,41994.0,41910.50500795,42104.0,41821.0,96.67298263
2021-09-26 07:30:00,41911.0,41304.0,41976.0,40800.0,806.56432161
2021-09-26 08:00:00,41294.0,41460.0,41715.78761834,41111.76873898,300.72695775
2021-09-26 08:30:00,41465.0,41631.48690894,41647.0,41308.0,106.50132778
2021-09-26 09:00:00,41643.0,42373.0,42632.0,41567.0,292.88283622
2021-09-26 09:30:00,42360.0,43281.0,43777.0,42360.0,849.49241539
2021-09-26 10:00:00,43284.0,43028.0,43507.35729313,43006.0,299.82737459
2021-09-26 10:30:00,43028.0,43065.0,43243.0,42890.0,142.2753844
2021-09-26 11:00:00,43064.0,43173.33442721,43375.12428496,43053.0,51.87894555
2021-09-26 11:30:00,43173.0,43114.0,43218.0,43071.0,48.88055317
2021-09-26 12:00:00,43115.0,43423.0,43504.0,43115.0,80.38713529
2021-09-26 12:30:00,43424.0,43307.0,43496.80920262,43230.76291995,56.65885186
2021-09-26 13:00:00,43312.0,43276.0,43371.0,43212.0,58.76255741
2021-09-26 13:30:00,43285.0,43249.0,43356.16799592,43183.0,26.58319308
2021-09-26 14:00:00,43249.0,43338.0,43429.0,43152.0,64.42282691
2021-09-26 14:30:00,43347.0,43372.0,43405.0,43200.0,91.67106552
2021-09-26 15:00:00,43372.0,43361.0,43407.0,43266.0,26.87170509
2021-09-26 15:30:00,43360.0,43377.0,43464.0,43319.0,33.22497069
2021-09-26 16:00:00,43377.83319854,43352.0,43569.0,43289.0,61.4149764
2021-09-26 16:30:00,43354.0,43251.0,43384.29623726,43165.0,84.00886296
2021-09-26 17:00:00,43246.0,43230.0,43307.0,43189.0,18.08907298
2021-09-26 17:30:00,43224.0,43189.0,43265.0,43108.0,16.92678575
2021-09-26 18:00:00,43184.0,43248.0,43307.0,43171.0,30.23627625
2021-09-26 18:30:00,43249.0,43232.0,43283.02200481,43226.0,5.86263499
2021-09-26 19:00:00,43232.0,43266.13035447,43291.0,43176.69073729,35.47856662
2021-09-26 19:30:00,43266.13035447,43274.0,43446.0,43264.0,67.41861213
2021-09-26 20:00:00,43282.0,43646.0,43725.0,43282.0,88.77513319
2021-09-26 20:30:00,43661.97375634,43667.89181481,43737.47139454,43525.0,47.75675648
2021-09-26 21:00:00,43668.0,43484.0,43722.0,43464.0,59.9436201
2021-09-26 21:30:00,43484.0,43587.0,43587.0,43403.0,20.20525074
2021-09-26 22:00:00,43587.0,43643.0,43963.0,43539.0,169.87044716
2021-09-26 22:30:00,43648.0,42936.0,43648.0,42862.0,129.60159116
2021-09-26 23:00:00,42955.0,43022.0,43239.0,42750.0,152.99571095
2021-09-26 23:30:00,43022.0,43190.0,43279.0,42957.0,129.73874329
2021-09-27 00:00:00,43188.0,43086.0,43233.91293916,42971.0,56.37397473
2021-09-27 00:30:00,43091.0,43907.04161795,43987.0,43091.0,137.26966455
2021-09-27 01:00:00,43910.0,43991.0,44025.0,43761.89803131,104.40397492
2021-09-27 01:30:00,43988.0,44294.0,44333.0,43931.0,575.49073606
2021-09-27 02:00:00,44295.0,44030.0,44355.99143738,44003.83343427,76.48471176
