Date,Adj Close
2015/2/22,235.977005
2015/2/23,238.891998
2015/2/24,238.735001
2015/2/25,237.470001
2015/2/26,236.425995
2015/2/27,253.828003
2015/2/28,254.263
2015/3/1,260.201996
2015/3/2,275.670013
2015/3/3,281.701996
2015/3/4,273.09201
2015/3/5,276.178009
2015/3/6,272.722992
2015/3/7,276.260986
2015/3/8,274.354004
2015/3/9,289.606995
2015/3/10,291.76001
2015/3/11,296.378998
2015/3/12,294.354004
2015/3/13,285.337006
2015/3/14,281.88501
2015/3/15,286.393005
2015/3/16,290.592987
2015/3/17,285.505005
2015/3/18,256.299011
2015/3/19,260.928009
2015/3/20,261.748993
2015/3/21,260.024994
2015/3/22,267.959991
2015/3/23,266.73999
2015/3/24,245.595001
2015/3/25,246.197006
2015/3/26,248.531998
2015/3/27,247.029007
2015/3/28,252.798004
2015/3/29,242.712997
2015/3/30,247.526001
2015/3/31,244.223999
2015/4/1,247.272003
2015/4/2,253.005005
2015/4/3,254.322006
2015/4/4,253.697006
2015/4/5,260.597992
2015/4/6,255.492004
2015/4/7,253.179993
2015/4/8,245.022003
2015/4/9,243.675995
2015/4/10,236.072006
2015/4/11,236.552002
2015/4/12,236.153
2015/4/13,224.587006
2015/4/14,219.158997
2015/4/15,223.832993
2015/4/16,228.572998
2015/4/17,222.882004
2015/4/18,223.356003
2015/4/19,222.600006
2015/4/20,224.626007
2015/4/21,235.268997
2015/4/22,234.175995
2015/4/23,236.462006
2015/4/24,231.268005
2015/4/25,226.389999
2015/4/26,219.429993
2015/4/27,229.285995
2015/4/28,225.854996
2015/4/29,225.807999
2015/4/30,236.145004
2015/5/1,232.078995
2015/5/2,234.929993
2015/5/3,240.358002
2015/5/4,239.018005
2015/5/5,236.121002
2015/5/6,229.781998
2015/5/7,237.334
2015/5/8,243.863007
2015/5/9,241.832001
2015/5/10,240.296005
2015/5/11,242.158005
2015/5/12,241.112
2015/5/13,236.376999
2015/5/14,236.929001
2015/5/15,237.604996
2015/5/16,236.153
2015/5/17,236.802002
2015/5/18,233.128006
2015/5/19,231.947006
2015/5/20,234.018005
2015/5/21,235.343994
2015/5/22,240.348007
2015/5/23,238.871994
2015/5/24,240.953003
2015/5/25,237.110001
2015/5/26,237.115997
2015/5/27,237.283005
2015/5/28,237.408005
2015/5/29,237.095993
2015/5/30,233.345001
2015/5/31,230.190002
2015/6/1,222.925995
2015/6/2,225.802994
2015/6/3,225.873993
2015/6/4,224.324005
2015/6/5,224.951996
2015/6/6,225.619003
2015/6/7,222.880997
2015/6/8,228.488998
2015/6/9,229.048004
2015/6/10,228.802994
2015/6/11,229.705002
2015/6/12,229.981995
2015/6/13,232.401993
2015/6/14,233.542999
2015/6/15,236.822998
2015/6/16,250.895004
2015/6/17,249.283997
2015/6/18,249.007004
2015/6/19,244.606003
2015/6/20,245.212006
2015/6/21,243.944
2015/6/22,246.990005
2015/6/23,244.296005
2015/6/24,240.514999
2015/6/25,242.798996
2015/6/26,243.593994
2015/6/27,250.990005
2015/6/28,249.011002
2015/6/29,257.063995
2015/6/30,263.071991
2015/7/1,258.621002
2015/7/2,255.412003
2015/7/3,256.335999
2015/7/4,260.885986
2015/7/5,271.912994
2015/7/6,269.029999
2015/7/7,266.207001
2015/7/8,270.785004
2015/7/9,269.227997
2015/7/10,284.894012
2015/7/11,293.11499
2015/7/12,310.867004
2015/7/13,292.053986
2015/7/14,287.463989
2015/7/15,285.82901
2015/7/16,278.088989
2015/7/17,279.471985
2015/7/18,274.901001
2015/7/19,273.614014
2015/7/20,278.980988
2015/7/21,275.833008
2015/7/22,277.221985
2015/7/23,276.049011
2015/7/24,288.278015
2015/7/25,288.696991
2015/7/26,292.686005
2015/7/27,293.623993
2015/7/28,294.427002
2015/7/29,289.589996
2015/7/30,287.721985
2015/7/31,284.649994
2015/8/1,281.601013
2015/8/2,282.614014
2015/8/3,281.22699
2015/8/4,285.217987
2015/8/5,281.881989
2015/8/6,278.576996
2015/8/7,279.584991
2015/8/8,260.997009
2015/8/9,265.083008
2015/8/10,264.470001
2015/8/11,270.385986
2015/8/12,266.376007
2015/8/13,264.079987
2015/8/14,265.679993
2015/8/15,261.550995
2015/8/16,258.506989
2015/8/17,257.976013
2015/8/18,211.078995
2015/8/19,226.684006
2015/8/20,235.350006
2015/8/21,232.569
2015/8/22,230.389999
2015/8/23,228.169006
2015/8/24,210.494995
2015/8/25,221.608994
2015/8/26,225.830994
2015/8/27,224.768997
2015/8/28,231.395996
2015/8/29,229.779999
2015/8/30,228.761002
2015/8/31,230.056
2015/9/1,228.121002
2015/9/2,229.283997
2015/9/3,227.182999
2015/9/4,230.298004
2015/9/5,235.018997
2015/9/6,239.839996
2015/9/7,239.847
2015/9/8,243.606995
2015/9/9,238.167999
2015/9/10,238.477005
2015/9/11,240.106995
2015/9/12,235.229004
2015/9/13,230.511993
2015/9/14,230.643997
2015/9/15,230.304001
2015/9/16,229.091003
2015/9/17,229.809998
2015/9/18,232.975006
2015/9/19,231.492996
2015/9/20,231.212006
2015/9/21,227.085007
2015/9/22,230.617996
2015/9/23,230.283005
2015/9/24,234.529007
2015/9/25,235.143997
2015/9/26,234.339996
2015/9/27,232.757004
2015/9/28,239.141998
2015/9/29,236.686996
2015/9/30,236.059998
2015/10/1,237.548996
2015/10/2,237.292999
2015/10/3,238.729996
2015/10/4,238.259003
2015/10/5,240.382996
2015/10/6,246.063004
2015/10/7,242.968994
2015/10/8,242.304001
2015/10/9,243.931
2015/10/10,244.940994
2015/10/11,247.050003
2015/10/12,245.307999
2015/10/13,249.507996
2015/10/14,251.988998
2015/10/15,254.320007
2015/10/16,262.868988
2015/10/17,270.640015
2015/10/18,261.643005
2015/10/19,263.437012
2015/10/20,269.463013
2015/10/21,266.272003
2015/10/22,274.02301
2015/10/23,276.496002
2015/10/24,281.653992
2015/10/25,283.679993
2015/10/26,285.299988
2015/10/27,293.787994
2015/10/28,304.618011
2015/10/29,313.855011
2015/10/30,328.015015
2015/10/31,314.165985
2015/11/1,325.431
2015/11/2,361.188995
2015/11/3,403.416992
2015/11/4,411.562988
2015/11/5,386.354004
2015/11/6,374.470001
2015/11/7,386.481995
2015/11/8,373.368011
2015/11/9,380.256989
2015/11/10,336.819
2015/11/11,311.084015
2015/11/12,338.152008
2015/11/13,336.752991
2015/11/14,332.906006
2015/11/15,320.165985
2015/11/16,330.751007
2015/11/17,335.093994
2015/11/18,334.589996
2015/11/19,326.148987
2015/11/20,322.022003
2015/11/21,326.927002
2015/11/22,324.536011
2015/11/23,323.04599
2015/11/24,320.04599
2015/11/25,328.205994
2015/11/26,352.68399
2015/11/27,358.041992
2015/11/28,357.381012
2015/11/29,371.294006
2015/11/30,377.321014
2015/12/1,362.488007
2015/12/2,359.187012
2015/12/3,361.04599
2015/12/4,363.183014
2015/12/5,388.949005
2015/12/6,388.78299
2015/12/7,395.536011
2015/12/8,415.562988
2015/12/9,417.562988
2015/12/10,415.479004
2015/12/11,451.937988
2015/12/12,434.997009
2015/12/13,433.755005
2015/12/14,444.182007
2015/12/15,465.321014
2015/12/16,454.93399
2015/12/17,456.078003
2015/12/18,463.615997
2015/12/19,462.321991
2015/12/20,442.684998
2015/12/21,438.639008
2015/12/22,436.571991
2015/12/23,442.401001
2015/12/24,454.984985
2015/12/25,455.653015
2015/12/26,417.273987
2015/12/27,422.822998
2015/12/28,422.278992
2015/12/29,432.983002
2015/12/30,426.619995
2015/12/31,430.566986
2016/1/1,434.334015
2016/1/2,433.437988
2016/1/3,430.010986
2016/1/4,433.091003
2016/1/5,431.959991
2016/1/6,429.105011
2016/1/7,458.048004
2016/1/8,453.230011
2016/1/9,447.610992
2016/1/10,447.990997
2016/1/11,448.428009
2016/1/12,435.690002
2016/1/13,432.371002
2016/1/14,430.306
2016/1/15,364.330994
2016/1/16,387.536011
2016/1/17,382.299011
2016/1/18,387.167999
2016/1/19,380.148987
2016/1/20,420.230011
2016/1/21,410.261993
2016/1/22,382.492004
2016/1/23,387.490997
2016/1/24,402.971008
2016/1/25,391.726013
2016/1/26,392.153015
2016/1/27,394.971985
2016/1/28,380.289001
2016/1/29,379.473999
2016/1/30,378.255005
2016/1/31,368.766998
2016/2/1,373.056
2016/2/2,374.447998
2016/2/3,369.949005
2016/2/4,389.593994
2016/2/5,386.549011
2016/2/6,376.522003
2016/2/7,376.619995
2016/2/8,373.446991
2016/2/9,376.028992
2016/2/10,381.648987
2016/2/11,379.653992
2016/2/12,384.263
2016/2/13,391.859985
2016/2/14,407.230011
2016/2/15,400.184998
2016/2/16,407.488007
2016/2/17,416.321991
2016/2/18,422.372986
2016/2/19,420.785004
2016/2/20,437.164001
2016/2/21,438.798004
2016/2/22,437.747986
2016/2/23,420.735992
2016/2/24,424.954987
2016/2/25,424.544006
2016/2/26,432.152008
2016/2/27,432.519012
2016/2/28,433.503998
2016/2/29,437.696991
2016/3/1,435.122986
2016/3/2,423.989014
2016/3/3,421.651001
2016/3/4,410.938995
2016/3/5,400.570007
2016/3/6,407.707001
2016/3/7,414.321014
2016/3/8,413.971985
2016/3/9,414.859985
2016/3/10,417.131012
2016/3/11,421.690002
2016/3/12,411.623993
2016/3/13,414.065002
2016/3/14,416.437988
2016/3/15,416.829987
2016/3/16,417.010986
2016/3/17,420.621002
2016/3/18,409.548004
2016/3/19,410.444
2016/3/20,413.755005
2016/3/21,413.307007
2016/3/22,418.088989
2016/3/23,418.040985
2016/3/24,416.394012
2016/3/25,417.177002
2016/3/26,417.945007
2016/3/27,426.765015
2016/3/28,424.230988
2016/3/29,416.515991
2016/3/30,414.81601
2016/3/31,416.729004
2016/4/1,417.959991
2016/4/2,420.872986
2016/4/3,420.903992
2016/4/4,421.444
2016/4/5,424.029999
2016/4/6,423.412994
2016/4/7,422.744995
2016/4/8,420.348999
2016/4/9,419.411011
2016/4/10,421.563995
2016/4/11,422.483002
2016/4/12,425.190002
2016/4/13,423.734009
2016/4/14,424.282013
2016/4/15,429.713013
2016/4/16,430.571991
2016/4/17,427.398987
2016/4/18,428.591003
2016/4/19,435.509003
2016/4/20,441.389008
2016/4/21,449.424988
2016/4/22,445.737
2016/4/23,450.282013
2016/4/24,458.554993
2016/4/25,461.425995
2016/4/26,466.088989
2016/4/27,444.687012
2016/4/28,449.010986
2016/4/29,455.096985
2016/4/30,448.317993
2016/5/1,451.875
2016/5/2,444.669006
2016/5/3,450.303986
2016/5/4,446.721985
2016/5/5,447.976013
2016/5/6,459.602997
2016/5/7,458.536011
2016/5/8,458.548004
2016/5/9,460.483002
2016/5/10,450.894989
2016/5/11,452.727997
2016/5/12,454.765991
2016/5/13,455.670013
2016/5/14,455.67099
2016/5/15,457.567993
2016/5/16,454.162994
2016/5/17,453.78299
2016/5/18,454.618988
2016/5/19,438.714996
2016/5/20,442.675995
2016/5/21,443.187988
2016/5/22,439.322998
2016/5/23,444.154999
2016/5/24,445.980988
2016/5/25,449.598999
2016/5/26,453.384003
2016/5/27,473.463989
2016/5/28,530.039978
2016/5/29,526.232971
2016/5/30,533.864014
2016/5/31,531.385986
2016/6/1,536.919983
2016/6/2,537.971985
2016/6/3,569.19397
2016/6/4,572.72699
2016/6/5,574.97699
2016/6/6,585.536987
2016/6/7,576.596985
2016/6/8,581.64502
2016/6/9,574.630005
2016/6/10,577.469971
2016/6/11,606.72699
2016/6/12,672.783997
2016/6/13,704.375977
2016/6/14,685.559021
2016/6/15,694.468994
2016/6/16,766.307983
2016/6/17,748.908997
2016/6/18,756.22699
2016/6/19,763.781006
2016/6/20,737.226013
2016/6/21,666.651978
2016/6/22,596.116028
2016/6/23,623.97699
2016/6/24,665.299011
2016/6/25,665.122986
2016/6/26,629.367004
2016/6/27,655.275024
2016/6/28,647.000977
2016/6/29,639.890015
2016/6/30,673.336975
2016/7/1,676.296021
2016/7/2,703.702026
2016/7/3,658.664001
2016/7/4,683.661987
2016/7/5,670.627014
2016/7/6,677.330994
2016/7/7,640.562012
2016/7/8,666.52301
2016/7/9,650.960022
2016/7/10,649.359985
2016/7/11,647.658997
2016/7/12,664.551025
2016/7/13,654.468018
2016/7/14,658.078003
2016/7/15,663.255005
2016/7/16,660.767029
2016/7/17,679.458984
2016/7/18,673.106018
2016/7/19,672.864014
2016/7/20,665.684998
2016/7/21,665.012024
2016/7/22,650.619019
2016/7/23,655.55603
2016/7/24,661.284973
2016/7/25,654.096985
2016/7/26,651.783997
2016/7/27,654.35199
2016/7/28,655.034973
2016/7/29,656.992004
2016/7/30,655.046997
2016/7/31,624.68103
2016/8/1,606.271973
2016/8/2,547.465027
2016/8/3,566.35498
2016/8/4,578.289001
2016/8/5,575.04303
2016/8/6,587.778015
2016/8/7,592.690002
2016/8/8,591.054016
2016/8/9,587.801025
2016/8/10,592.103027
2016/8/11,589.119995
2016/8/12,587.559021
2016/8/13,585.588013
2016/8/14,570.473022
2016/8/15,567.23999
2016/8/16,577.439026
2016/8/17,573.216003
2016/8/18,574.317993
2016/8/19,575.630005
2016/8/20,581.697021
2016/8/21,581.307983
2016/8/22,586.752991
2016/8/23,583.414978
2016/8/24,580.182007
2016/8/25,577.760986
2016/8/26,579.651001
2016/8/27,569.947021
2016/8/28,573.911987
2016/8/29,574.106995
2016/8/30,577.502991
2016/8/31,575.471985
2016/9/1,572.302979
2016/9/2,575.536987
2016/9/3,598.211975
2016/9/4,608.633972
2016/9/5,606.590027
2016/9/6,610.435974
2016/9/7,614.544006
2016/9/8,626.315979
2016/9/9,622.861023
2016/9/10,623.508972
2016/9/11,606.718994
2016/9/12,608.242981
2016/9/13,609.241028
2016/9/14,610.684021
2016/9/15,607.155029
2016/9/16,606.973022
2016/9/17,605.984009
2016/9/18,609.874023
2016/9/19,609.22699
2016/9/20,608.312012
2016/9/21,597.148987
2016/9/22,596.297974
2016/9/23,602.84198
2016/9/24,602.625
2016/9/25,600.825989
2016/9/26,608.04303
2016/9/27,606.166016
2016/9/28,604.728027
2016/9/29,605.692993
2016/9/30,609.734985
2016/10/1,613.982971
2016/10/2,610.892029
2016/10/3,612.132996
2016/10/4,610.203979
2016/10/5,612.510986
2016/10/6,613.020996
2016/10/7,617.120972
2016/10/8,619.107971
2016/10/9,616.752014
2016/10/10,618.994019
2016/10/11,641.072021
2016/10/12,636.192017
2016/10/13,636.786011
2016/10/14,640.377991
2016/10/15,638.645996
2016/10/16,641.630981
2016/10/17,639.192993
2016/10/18,637.960022
2016/10/19,630.52002
2016/10/20,630.856995
2016/10/21,632.828003
2016/10/22,657.294006
2016/10/23,657.070984
2016/10/24,653.760986
2016/10/25,657.588013
2016/10/26,678.304016
2016/10/27,688.312988
2016/10/28,689.651001
2016/10/29,714.479004
2016/10/30,701.864014
2016/10/31,700.971985
2016/11/1,729.79303
2016/11/2,740.828979
2016/11/3,688.700012
2016/11/4,703.234985
2016/11/5,703.41803
2016/11/6,711.521973
2016/11/7,703.130981
2016/11/8,709.848022
2016/11/9,723.27301
2016/11/10,715.533997
2016/11/11,716.411011
2016/11/12,705.054016
2016/11/13,702.031006
2016/11/14,705.020996
2016/11/15,711.619019
2016/11/16,744.197998
2016/11/17,740.97699
2016/11/18,751.585022
2016/11/19,751.616028
2016/11/20,731.026001
2016/11/21,739.247986
2016/11/22,751.346985
2016/11/23,744.593994
2016/11/24,740.289001
2016/11/25,741.648987
2016/11/26,735.382019
2016/11/27,732.034973
2016/11/28,735.812988
2016/11/29,735.604004
2016/11/30,745.690979
2016/12/1,756.773987
2016/12/2,777.94397
2016/12/3,771.155029
2016/12/4,773.872009
2016/12/5,758.700012
2016/12/6,764.223999
2016/12/7,768.132019
2016/12/8,770.809998
2016/12/9,772.794006
2016/12/10,774.650024
2016/12/11,769.731018
2016/12/12,780.086975
2016/12/13,780.55603
2016/12/14,781.481018
2016/12/15,778.088013
2016/12/16,784.906982
2016/12/17,790.828979
2016/12/18,790.530029
2016/12/19,792.713989
2016/12/20,800.875977
2016/12/21,834.281006
2016/12/22,864.539978
2016/12/23,921.984009
2016/12/24,898.822021
2016/12/25,896.182983
2016/12/26,907.609985
2016/12/27,933.197998
2016/12/28,975.921021
2016/12/29,973.497009
2016/12/30,961.237976
2016/12/31,963.742981
2017/1/1,998.325012
2017/1/2,1021.75
2017/1/3,1043.839966
2017/1/4,1154.72998
2017/1/5,1013.380005
2017/1/6,902.200989
2017/1/7,908.585022
2017/1/8,911.198975
2017/1/9,902.828003
2017/1/10,907.679016
2017/1/11,777.757019
2017/1/12,804.833984
2017/1/13,823.984009
2017/1/14,818.411987
2017/1/15,821.797974
2017/1/16,831.533997
2017/1/17,907.937988
2017/1/18,886.617981
2017/1/19,899.072998
2017/1/20,895.026001
2017/1/21,921.789001
2017/1/22,924.672974
2017/1/23,921.012024
2017/1/24,892.687012
2017/1/25,901.541992
2017/1/26,917.585999
2017/1/27,919.75
2017/1/28,921.590027
2017/1/29,919.495972
2017/1/30,920.382019
2017/1/31,970.403015
2017/2/1,989.02301
2017/2/2,1011.799988
2017/2/3,1029.910034
2017/2/4,1042.900024
2017/2/5,1027.339966
2017/2/6,1038.150024
2017/2/7,1061.349976
2017/2/8,1063.069946
2017/2/9,994.382996
2017/2/10,988.674011
2017/2/11,1004.450012
2017/2/12,999.18103
2017/2/13,990.642029
2017/2/14,1004.549988
2017/2/15,1007.47998
2017/2/16,1027.439941
2017/2/17,1046.209961
2017/2/18,1054.420044
2017/2/19,1047.869995
2017/2/20,1079.97998
2017/2/21,1115.300049
2017/2/22,1117.439941
2017/2/23,1166.719971
2017/2/24,1173.680054
2017/2/25,1143.839966
2017/2/26,1165.199951
2017/2/27,1179.969971
2017/2/28,1179.969971
2017/3/1,1222.5
2017/3/2,1251.01001
2017/3/3,1274.98999
2017/3/4,1255.150024
2017/3/5,1267.119995
2017/3/6,1272.829956
2017/3/7,1223.540039
2017/3/8,1150
2017/3/9,1188.48999
2017/3/10,1116.719971
2017/3/11,1175.829956
2017/3/12,1221.380005
2017/3/13,1231.920044
2017/3/14,1240
2017/3/15,1249.609985
2017/3/16,1187.810059
2017/3/17,1100.22998
2017/3/18,973.817993
2017/3/19,1036.73999
2017/3/20,1054.22998
2017/3/21,1120.540039
2017/3/22,1049.140015
2017/3/23,1038.589966
2017/3/24,937.52002
2017/3/25,972.778992
2017/3/26,966.724976
2017/3/27,1045.77002
2017/3/28,1047.150024
2017/3/29,1039.969971
2017/3/30,1026.430054
2017/3/31,1071.790039
2017/4/1,1080.5
2017/4/2,1102.170044
2017/4/3,1143.810059
2017/4/4,1133.25
2017/4/5,1124.780029
2017/4/6,1182.680054
2017/4/7,1176.900024
2017/4/8,1175.949951
2017/4/9,1187.869995
2017/4/10,1187.130005
2017/4/11,1205.01001
2017/4/12,1200.369995
2017/4/13,1169.280029
2017/4/14,1167.540039
2017/4/15,1172.52002
2017/4/16,1182.939941
2017/4/17,1193.910034
2017/4/18,1211.670044
2017/4/19,1210.290039
2017/4/20,1229.079956
2017/4/21,1222.050049
2017/4/22,1231.709961
2017/4/23,1207.209961
2017/4/24,1250.150024
2017/4/25,1265.48999
2017/4/26,1281.079956
2017/4/27,1317.72998
2017/4/28,1316.47998
2017/4/29,1321.790039
2017/4/30,1347.890015
2017/5/1,1421.599976
2017/5/2,1452.819946
2017/5/3,1490.089966
2017/5/4,1537.670044
2017/5/5,1555.449951
2017/5/6,1578.800049
2017/5/7,1596.709961
2017/5/8,1723.349976
2017/5/9,1755.359985
2017/5/10,1787.130005
2017/5/11,1848.569946
2017/5/12,1724.23999
2017/5/13,1804.910034
2017/5/14,1808.910034
2017/5/15,1738.430054
2017/5/16,1734.449951
2017/5/17,1839.089966
2017/5/18,1888.650024
2017/5/19,1987.709961
2017/5/20,2084.72998
2017/5/21,2041.199951
2017/5/22,2173.399902
2017/5/23,2320.419922
2017/5/24,2443.639893
2017/5/25,2304.97998
2017/5/26,2202.419922
2017/5/27,2038.869995
2017/5/28,2155.800049
2017/5/29,2255.610107
2017/5/30,2175.469971
2017/5/31,2286.409912
2017/6/1,2407.879883
2017/6/2,2488.550049
2017/6/3,2515.350098
2017/6/4,2511.810059
2017/6/5,2686.810059
2017/6/6,2863.199951
2017/6/7,2732.159912
2017/6/8,2805.620117
2017/6/9,2823.810059
2017/6/10,2947.709961
2017/6/11,2958.110107
2017/6/12,2659.629883
2017/6/13,2717.02002
2017/6/14,2506.370117
2017/6/15,2464.580078
2017/6/16,2518.560059
2017/6/17,2655.879883
2017/6/18,2548.290039
2017/6/19,2589.600098
2017/6/20,2721.790039
2017/6/21,2689.100098
2017/6/22,2705.409912
2017/6/23,2744.909912
2017/6/24,2608.719971
2017/6/25,2589.409912
2017/6/26,2478.449951
2017/6/27,2552.449951
2017/6/28,2574.790039
2017/6/29,2539.320068
2017/6/30,2480.840088
2017/7/1,2434.550049
2017/7/2,2506.469971
2017/7/3,2564.060059
2017/7/4,2601.639893
2017/7/5,2601.98999
2017/7/6,2608.560059
2017/7/7,2518.659912
2017/7/8,2571.340088
2017/7/9,2518.439941
2017/7/10,2372.560059
2017/7/11,2337.790039
2017/7/12,2398.840088
2017/7/13,2357.899902
2017/7/14,2233.340088
2017/7/15,1998.859985
2017/7/16,1929.819946
2017/7/17,2228.409912
2017/7/18,2318.879883
2017/7/19,2273.429932
2017/7/20,2817.600098
2017/7/21,2667.76001
2017/7/22,2810.120117
2017/7/23,2730.399902
2017/7/24,2754.860107
2017/7/25,2576.47998
2017/7/26,2529.449951
2017/7/27,2671.780029
2017/7/28,2809.01001
2017/7/29,2726.449951
2017/7/30,2757.179932
2017/7/31,2875.340088
2017/8/1,2718.26001
2017/8/2,2710.669922
2017/8/3,2804.72998
2017/8/4,2895.889893
2017/8/5,3252.909912
2017/8/6,3213.939941
2017/8/7,3378.939941
2017/8/8,3419.939941
2017/8/9,3342.469971
2017/8/10,3381.280029
2017/8/11,3650.620117
2017/8/12,3884.709961
2017/8/13,4073.26001
2017/8/14,4325.129883
2017/8/15,4181.930176
2017/8/16,4376.629883
2017/8/17,4331.689941
2017/8/18,4160.620117
2017/8/19,4193.700195
2017/8/20,4087.659912
2017/8/21,4001.73999
2017/8/22,4100.52002
2017/8/23,4151.52002
2017/8/24,4334.680176
2017/8/25,4371.600098
2017/8/26,4352.399902
2017/8/27,4382.879883
2017/8/28,4382.660156
2017/8/29,4579.02002
2017/8/30,4565.299805
2017/8/31,4703.390137
2017/9/1,4892.009766
2017/9/2,4578.77002
2017/9/3,4582.959961
2017/9/4,4236.310059
2017/9/5,4376.529785
2017/9/6,4597.120117
2017/9/7,4599.879883
2017/9/8,4228.75
2017/9/9,4226.060059
2017/9/10,4122.939941
2017/9/11,4161.27002
2017/9/12,4130.810059
2017/9/13,3882.590088
2017/9/14,3154.949951
2017/9/15,3637.52002
2017/9/16,3625.040039
2017/9/17,3582.879883
2017/9/18,4065.199951
2017/9/19,3924.969971
2017/9/20,3905.949951
2017/9/21,3631.040039
2017/9/22,3630.699951
2017/9/23,3792.399902
2017/9/24,3682.840088
2017/9/25,3926.070068
2017/9/26,3892.350098
2017/9/27,4200.669922
2017/9/28,4174.72998
2017/9/29,4163.069824
2017/9/30,4338.709961
2017/10/1,4403.740234
2017/10/2,4409.319824
2017/10/3,4317.47998
2017/10/4,4229.359863
2017/10/5,4328.410156
2017/10/6,4370.810059
2017/10/7,4426.890137
2017/10/8,4610.47998
2017/10/9,4772.02002
2017/10/10,4781.990234
2017/10/11,4826.47998
2017/10/12,5446.910156
2017/10/13,5647.209961
2017/10/14,5831.790039
2017/10/15,5678.189941
2017/10/16,5725.589844
2017/10/17,5605.509766
2017/10/18,5590.689941
2017/10/19,5708.52002
2017/10/20,6011.450195
2017/10/21,6031.600098
2017/10/22,6008.419922
2017/10/23,5930.319824
2017/10/24,5526.640137
2017/10/25,5750.799805
2017/10/26,5904.830078
2017/10/27,5780.899902
2017/10/28,5753.089844
2017/10/29,6153.850098
2017/10/30,6130.529785
2017/10/31,6468.399902
2017/11/1,6767.310059
2017/11/2,7078.5
2017/11/3,7207.759766
2017/11/4,7379.950195
