Date,Open,High,Low,Close,Adj Close
2014/11/17,388.348999,410.199005,377.502014,387.40799,387.40799
2014/11/18,387.785004,392.402008,371.117004,375.197998,375.197998
2014/11/19,373.895996,386.480988,373.895996,380.554993,380.554993
2014/11/20,380.307007,382.024994,356.781006,357.839996,357.839996
2014/11/21,357.878998,357.878998,344.112,350.847992,350.847992
2014/11/22,351.604004,364.841003,350.877991,352.920013,352.920013
2014/11/23,353.174988,370.845001,353.174988,367.572998,367.572998
2014/11/24,366.947998,387.209015,366.669006,376.901001,376.901001
2014/11/25,376.885986,394.700989,374.783997,375.347992,375.347992
2014/11/26,376.019012,377.697998,365.81601,368.369995,368.369995
2014/11/27,370.502014,373.992004,368.282013,369.670013,369.670013
2014/11/28,369.373993,382.838013,358.454987,376.446991,376.446991
2014/11/29,376.152008,387.601013,372.144989,375.490997,375.490997
2014/11/30,375.51001,382.527008,373.30899,378.046997,378.046997
2014/12/1,378.248993,383.661987,376.669006,379.244995,379.244995
2014/12/2,379.25,384.037994,377.863007,381.315002,381.315002
2014/12/3,381.721985,383.026001,374.346008,375.01001,375.01001
2014/12/4,375.717987,378.654999,367.759003,369.604004,369.604004
2014/12/5,369.441986,379.191986,365.756012,376.854004,376.854004
2014/12/6,376.756989,378.447998,370.945007,374.785004,374.785004
2014/12/7,374.835999,376.291992,373.274994,375.095001,375.095001
2014/12/8,374.964996,376.028992,361.885986,361.908997,361.908997
2014/12/9,361.894989,363.066986,344.950989,352.218994,352.218994
2014/12/10,352.204987,352.384003,346.36499,346.36499,346.36499
2014/12/11,344.339996,361.356995,338.763,350.506012,350.506012
2014/12/12,350.833008,352.983002,349.290985,352.541992,352.541992
2014/12/13,352.381012,352.381012,346.588013,347.376007,347.376007
2014/12/14,346.72699,353.31601,345.417999,351.631989,351.631989
2014/12/15,351.360992,351.815002,344.93399,345.345001,345.345001
2014/12/16,345.673004,345.859009,327.062012,327.062012,327.062012
2014/12/17,326.855011,333.95401,315.152008,319.776001,319.776001
2014/12/18,319.785004,323.709015,304.231995,311.395996,311.395996
2014/12/19,311.178986,318.53299,306.769012,317.842987,317.842987
2014/12/20,317.618988,330.325012,316.044006,329.955994,329.955994
2014/12/21,329.542999,329.628998,318.903015,320.842987,320.842987
2014/12/22,321.067993,334.117004,320.424988,331.885986,331.885986
2014/12/23,332.016998,336.286987,329.60199,334.571991,334.571991
2014/12/24,334.38501,334.740997,321.356995,322.533997,322.533997
2014/12/25,322.286011,322.670013,316.958008,319.007996,319.007996
2014/12/26,319.152008,331.424011,316.627014,327.924011,327.924011
2014/12/27,327.583008,328.911011,312.630005,315.863007,315.863007
2014/12/28,316.160004,320.028015,311.078003,317.239014,317.239014
2014/12/29,317.700989,320.266998,312.307007,312.670013,312.670013
2014/12/30,312.718994,314.80899,309.372986,310.737,310.737
2014/12/31,310.914001,320.192993,310.210999,320.192993,320.192993
2015/1/1,320.434998,320.434998,314.002991,314.248993,314.248993
2015/1/2,314.07901,315.838989,313.565002,315.032013,315.032013
2015/1/3,314.846008,315.149994,281.082001,281.082001,281.082001
2015/1/4,281.145996,287.230011,257.612,264.195007,264.195007
2015/1/5,265.084015,278.341003,265.084015,274.473999,274.473999
2015/1/6,274.610992,287.553009,272.696014,286.188995,286.188995
2015/1/7,286.076996,298.753998,283.07901,294.337006,294.337006
2015/1/8,294.13501,294.13501,282.174988,283.348999,283.348999
2015/1/9,282.382996,291.114014,280.53299,290.40799,290.40799
2015/1/10,287.303009,288.127014,273.966003,274.79599,274.79599
2015/1/11,274.608002,279.638,265.039001,265.660004,265.660004
2015/1/12,266.145996,272.203003,265.200012,267.79599,267.79599
2015/1/13,267.394012,268.277008,219.906006,225.860992,225.860992
2015/1/14,223.893997,223.893997,171.509995,178.102997,178.102997
2015/1/15,176.897003,229.067001,176.897003,209.843994,209.843994
2015/1/16,209.070007,221.591003,199.770996,208.097,208.097
2015/1/17,207.834,211.731003,194.875,199.259995,199.259995
2015/1/18,200.050003,218.695007,194.505997,210.339005,210.339005
2015/1/19,211.470993,216.727997,207.317993,214.860992,214.860992
2015/1/20,212.906998,215.240997,205.153,211.315002,211.315002
2015/1/21,211.378006,227.787994,211.212006,226.897003,226.897003
2015/1/22,227.322006,237.018997,226.434006,233.406006,233.406006
2015/1/23,233.516998,234.845001,225.195999,232.878998,232.878998
2015/1/24,232.699997,248.210007,230.022003,247.847,247.847
2015/1/25,247.352005,255.074005,243.889999,253.718002,253.718002
2015/1/26,254.078995,309.384003,254.078995,273.472992,273.472992
2015/1/27,273.166992,275.480011,250.653,263.475006,263.475006
2015/1/28,263.351013,266.535004,227.046005,233.914993,233.914993
2015/1/29,233.348007,238.705994,220.712006,233.513,233.513
2015/1/30,232.772003,242.850998,225.839005,226.425003,226.425003
2015/1/31,226.440994,233.503998,216.309006,217.464005,217.464005
2015/2/1,216.867004,231.574005,212.014999,226.972,226.972
2015/2/2,226.490997,242.175003,222.658997,238.229004,238.229004
2015/2/3,237.453995,245.957001,224.483002,227.268005,227.268005
2015/2/4,227.511002,230.057999,221.113007,226.852997,226.852997
2015/2/5,227.664993,239.404999,214.725006,217.110992,217.110992
2015/2/6,216.923004,230.509995,216.231995,222.266006,222.266006
2015/2/7,222.632996,230.298996,222.606995,227.753998,227.753998
2015/2/8,227.692993,229.438004,221.076996,223.412003,223.412003
2015/2/9,223.389008,223.977005,217.018997,220.110001,220.110001
2015/2/10,220.281998,221.807007,215.332001,219.839005,219.839005
2015/2/11,219.731995,223.406006,218.074005,219.184998,219.184998
2015/2/12,219.207993,222.199005,217.613998,221.764008,221.764008
2015/2/13,221.968994,240.259003,221.261993,235.427002,235.427002
2015/2/14,235.528,259.808014,235.528,257.321014,257.321014
2015/2/15,257.506989,265.610992,227.684006,234.824997,234.824997
2015/2/16,234.824997,239.520996,229.022003,233.843002,233.843002
2015/2/17,233.421997,245.774994,232.313995,243.610001,243.610001
2015/2/18,243.779999,244.251007,232.339996,236.326004,236.326004
2015/2/19,236.410004,242.671997,235.591995,240.283005,240.283005
2015/2/20,240.251007,247.100998,239.298996,243.779007,243.779007
2015/2/21,243.751999,255.320007,243.184006,244.533997,244.533997
2015/2/22,244.544006,246.391998,233.850998,235.977005,235.977005
2015/2/23,235.994995,240.108994,232.421005,238.891998,238.891998
2015/2/24,238.998001,239.901001,236.401993,238.735001,238.735001
2015/2/25,238.889999,239.339996,235.529999,237.470001,237.470001
2015/2/26,237.337006,237.710007,234.257004,236.425995,236.425995
2015/2/27,236.436005,256.653015,236.436005,253.828003,253.828003
2015/2/28,253.520004,254.692001,249.479004,254.263,254.263
2015/3/1,254.283005,261.660004,245.932999,260.201996,260.201996
2015/3/2,260.356995,276.300995,258.312988,275.670013,275.670013
2015/3/3,275.04599,285.79599,268.161011,281.701996,281.701996
2015/3/4,281.98999,284.225006,268.126007,273.09201,273.09201
2015/3/5,272.739014,281.666992,264.769012,276.178009,276.178009
2015/3/6,275.600006,277.608002,270.015015,272.722992,272.722992
2015/3/7,272.294006,277.854004,270.132996,276.260986,276.260986
2015/3/8,276.433014,277.858002,272.565002,274.354004,274.354004
2015/3/9,274.812012,292.700989,273.893005,289.606995,289.606995
2015/3/10,289.862,300.044006,289.743011,291.76001,291.76001
2015/3/11,291.524994,297.390991,290.507996,296.378998,296.378998
2015/3/12,296.127014,297.088013,292.412994,294.354004,294.354004
2015/3/13,294.118011,294.497986,285.337006,285.337006,285.337006
2015/3/14,284.441986,286.34201,280.976013,281.88501,281.88501
2015/3/15,281.424988,286.528992,280.996002,286.393005,286.393005
2015/3/16,285.684998,294.112,285.684998,290.592987,290.592987
2015/3/17,290.595001,292.36499,284.373993,285.505005,285.505005
2015/3/18,285.066986,285.335999,249.869995,256.299011,256.299011
2015/3/19,255.880005,264.243988,248.636002,260.928009,260.928009
2015/3/20,260.955994,264.847992,259.161987,261.748993,261.748993
2015/3/21,261.644012,262.196014,255.649994,260.024994,260.024994
2015/3/22,259.916992,269.747009,259.589996,267.959991,267.959991
2015/3/23,267.894989,277.296997,261.744995,266.73999,266.73999
2015/3/24,266.576996,267.002991,244.154999,245.595001,245.595001
2015/3/25,247.472,249.190002,236.514999,246.197006,246.197006
2015/3/26,246.276001,254.354004,244.904999,248.531998,248.531998
2015/3/27,248.565994,256.811005,245.212997,247.029007,247.029007
2015/3/28,246.975006,254.205002,246.975006,252.798004,252.798004
2015/3/29,252.740005,253.139008,240.850006,242.712997,242.712997
2015/3/30,242.878998,249.242004,239.214005,247.526001,247.526001
2015/3/31,247.453995,248.729996,242.738998,244.223999,244.223999
2015/4/1,244.223007,247.541,241.160004,247.272003,247.272003
2015/4/2,247.089005,254.460999,245.416,253.005005,253.005005
2015/4/3,253.074005,256.042999,251.878998,254.322006,254.322006
2015/4/4,254.291,255.257996,251.100006,253.697006,253.697006
2015/4/5,253.761002,260.674988,251.942001,260.597992,260.597992
2015/4/6,260.721008,261.798004,254.574997,255.492004,255.492004
2015/4/7,255.274002,255.804993,252.205002,253.179993,253.179993
2015/4/8,253.063995,253.847,244.214996,245.022003,245.022003
2015/4/9,244.751007,246.117996,239.399994,243.675995,243.675995
2015/4/10,243.694,243.694,232.770996,236.072006,236.072006
2015/4/11,236.016006,239.537003,234.175003,236.552002,236.552002
2015/4/12,236.535004,237.727997,233.494995,236.153,236.153
2015/4/13,235.949997,236.934998,221.996002,224.587006,224.587006
2015/4/14,224.759003,224.975998,216.322998,219.158997,219.158997
2015/4/15,219.072998,223.832993,218.649002,223.832993,223.832993
2015/4/16,223.917007,229.671997,223.917007,228.572998,228.572998
2015/4/17,228.574997,228.906006,221.942001,222.882004,222.882004
2015/4/18,222.852997,224.315994,220.876007,223.356003,223.356003
2015/4/19,223.455994,226.352997,222.373001,222.600006,222.600006
2015/4/20,222.612,226.350998,221.977005,224.626007,224.626007
2015/4/21,224.619995,235.268997,224.300995,235.268997,235.268997
2015/4/22,235.602005,237.908997,233.475998,234.175995,234.175995
2015/4/23,234.052994,236.475006,233.199005,236.462006,236.462006
2015/4/24,235.970001,236.304993,229.932999,231.268005,231.268005
2015/4/25,231.235001,232.561005,226.337006,226.389999,226.389999
2015/4/26,226.410004,226.944,214.873993,219.429993,219.429993
2015/4/27,219.429001,233.304993,218.022995,229.285995,229.285995
2015/4/28,228.968994,229.494995,223.069,225.854996,225.854996
2015/4/29,225.591003,227.039993,223.429993,225.807999,225.807999
2015/4/30,225.692993,239.563004,224.992996,236.145004,236.145004
2015/5/1,235.938995,238.966003,232.078995,232.078995,232.078995
2015/5/2,232.341003,235.727005,232.341003,234.929993,234.929993
2015/5/3,234.880005,243.240005,234.082993,240.358002,240.358002
2015/5/4,240.356003,242.638,237.809998,239.018005,239.018005
2015/5/5,238.852005,239.203995,232.054001,236.121002,236.121002
2015/5/6,236.248993,236.453995,229.231003,229.781998,229.781998
2015/5/7,229.662003,239.104996,228.572998,237.334,237.334
2015/5/8,237.203995,246.274994,236.274002,243.863007,243.863007
2015/5/9,243.768997,247.804001,239.639008,241.832001,241.832001
2015/5/10,241.729004,244.067993,238.848999,240.296005,240.296005
2015/5/11,240.298996,244.270004,239.376007,242.158005,242.158005
2015/5/12,242.145004,242.880997,240.098999,241.112,241.112
2015/5/13,241.397995,243.703995,235.044998,236.376999,236.376999
2015/5/14,236.214005,237.798996,234.057007,236.929001,236.929001
2015/5/15,236.955002,238.753006,236.794998,237.604996,237.604996
2015/5/16,237.643997,237.697006,235.294998,236.153,236.153
2015/5/17,236.009995,238.024994,236.009995,236.802002,236.802002
2015/5/18,236.886993,237.210007,232.460007,233.128006,233.128006
2015/5/19,233.037003,234.151001,231.817001,231.947006,231.947006
2015/5/20,231.889999,234.682999,231.841995,234.018005,234.018005
2015/5/21,234.016006,236.242004,233.835007,235.343994,235.343994
2015/5/22,235.320999,240.968994,235.059998,240.348007,240.348007
2015/5/23,240.285995,241.024994,238.690994,238.871994,238.871994
2015/5/24,238.975998,241.977997,238.811005,240.953003,240.953003
2015/5/25,240.927002,241.020996,236.636993,237.110001,237.110001
2015/5/26,237.104004,238.242004,235.692001,237.115997,237.115997
2015/5/27,237.065002,238.636002,236.695007,237.283005,237.283005
2015/5/28,237.257004,237.824005,236.651993,237.408005,237.408005
2015/5/29,237.376999,237.522003,235.731003,237.095993,237.095993
2015/5/30,237.091995,237.093002,232.046005,233.345001,233.345001
2015/5/31,233.134995,233.251999,229.542007,230.190002,230.190002
2015/6/1,230.233002,231.712997,221.296005,222.925995,222.925995
2015/6/2,222.893997,226.416,222.419006,225.802994,225.802994
2015/6/3,225.735992,227.404007,223.929993,225.873993,225.873993
2015/6/4,225.772003,226.580994,224.054001,224.324005,224.324005
2015/6/5,224.154007,225.968002,223.179001,224.951996,224.951996
2015/6/6,225.005005,225.718994,224.378998,225.619003,225.619003
2015/6/7,225.595993,226.194,222.651993,222.880997,222.880997
2015/6/8,222.878998,229.464005,222.839005,228.488998,228.488998
2015/6/9,228.537994,230.953995,227.929001,229.048004,229.048004
2015/6/10,228.994995,229.781998,228.009995,228.802994,228.802994
2015/6/11,228.854996,230.287003,228.766998,229.705002,229.705002
2015/6/12,229.705002,231.057007,229.313004,229.981995,229.981995
2015/6/13,229.919998,232.651993,229.210007,232.401993,232.401993
2015/6/14,232.442001,234.858002,232.003998,233.542999,233.542999
2015/6/15,233.421997,237.835999,233.421997,236.822998,236.822998
2015/6/16,236.764999,251.742004,236.121994,250.895004,250.895004
2015/6/17,250.822998,256.852997,246.475998,249.283997,249.283997
2015/6/18,249.427994,252.108002,244.126999,249.007004,249.007004
2015/6/19,249.042999,250.977005,243.787003,244.606003,244.606003
2015/6/20,244.529999,245.828003,240.626999,245.212006,245.212006
2015/6/21,245.100006,245.223999,241.882004,243.944,243.944
2015/6/22,243.968994,247.917007,243.779007,246.990005,246.990005
2015/6/23,246.927002,247.304001,243.132996,244.296005,244.296005
2015/6/24,244.281998,244.341003,240.514999,240.514999,240.514999
2015/6/25,240.365005,243.332001,240.365005,242.798996,242.798996
2015/6/26,242.604004,243.748993,241.552994,243.593994,243.593994
2015/6/27,243.548996,251.339005,243.117004,250.990005,250.990005
2015/6/28,250.955002,251.171997,247.434006,249.011002,249.011002
2015/6/29,248.720993,257.173004,248.580994,257.063995,257.063995
2015/6/30,257.036011,267.867004,255.945999,263.071991,263.071991
2015/7/1,263.345001,265.171997,255.774002,258.621002,258.621002
2015/7/2,258.552002,261.631012,254.115997,255.412003,255.412003
2015/7/3,255.459,257.076996,253.505005,256.335999,256.335999
2015/7/4,256.490997,261.457001,254.199997,260.885986,260.885986
2015/7/5,260.804993,274.506012,258.700989,271.912994,271.912994
2015/7/6,271.108002,277.421997,267.600006,269.029999,269.029999
2015/7/7,269.963013,271.341003,264.832001,266.207001,266.207001
2015/7/8,265.981995,272.971008,264.385986,270.785004,270.785004
2015/7/9,270.826996,272.334991,267.085999,269.227997,269.227997
2015/7/10,269.156006,294.591003,268.802002,284.894012,284.894012
2015/7/11,284.880005,298.506012,283.529999,293.11499,293.11499
2015/7/12,293.140015,314.394012,292.505005,310.867004,310.867004
2015/7/13,310.826996,310.947998,281.010986,292.053986,292.053986
2015/7/14,292.033997,296.147003,286.638,287.463989,287.463989
2015/7/15,288.045013,293.247986,285.367004,285.82901,285.82901
2015/7/16,286.041992,291.183014,275.23999,278.088989,278.088989
2015/7/17,278.091003,280.279999,272.042999,279.471985,279.471985
2015/7/18,279.330994,282.527008,274.075012,274.901001,274.901001
2015/7/19,274.766998,275.670013,272.513,273.614014,273.614014
2015/7/20,273.498993,278.980988,272.959991,278.980988,278.980988
2015/7/21,278.881989,280.546997,275.419006,275.833008,275.833008
2015/7/22,275.657013,277.665985,274.381012,277.221985,277.221985
2015/7/23,277.341003,278.110992,275.716003,276.049011,276.049011
2015/7/24,276.005005,289.252991,275.253998,288.278015,288.278015
2015/7/25,288.164001,290.733002,286.002014,288.696991,288.696991
2015/7/26,288.640015,293.052002,287.705994,292.686005,292.686005
2015/7/27,292.639008,297.773987,287.450012,293.623993,293.623993
2015/7/28,293.632996,296.648987,293.423004,294.427002,294.427002
2015/7/29,294.484009,294.536011,288.777008,289.589996,289.589996
2015/7/30,289.102997,290.126007,286.567993,287.721985,287.721985
2015/7/31,287.696014,288.959015,282.343994,284.649994,284.649994
2015/8/1,284.686005,284.932007,278.112,281.601013,281.601013
2015/8/2,280.449005,283.032013,277.528992,282.614014,282.614014
2015/8/3,282.806,285.471008,280.233002,281.22699,281.22699
2015/8/4,281.225006,285.714996,281.225006,285.217987,285.217987
2015/8/5,284.846985,285.501007,281.488007,281.881989,281.881989
2015/8/6,281.906006,281.906006,278.403015,278.576996,278.576996
2015/8/7,278.740997,280.391998,276.365997,279.584991,279.584991
2015/8/8,279.742004,279.928009,260.709991,260.997009,260.997009
2015/8/9,261.115997,267.002991,260.467987,265.083008,265.083008
2015/8/10,265.477997,267.032013,262.596008,264.470001,264.470001
2015/8/11,264.34201,270.385986,264.093994,270.385986,270.385986
2015/8/12,270.597992,270.673004,265.468994,266.376007,266.376007
2015/8/13,266.183014,266.231995,262.841003,264.079987,264.079987
2015/8/14,264.131989,267.466003,261.477997,265.679993,265.679993
2015/8/15,265.528992,266.666992,261.29599,261.550995,261.550995
2015/8/16,261.865997,262.440002,257.040985,258.506989,258.506989
2015/8/17,258.48999,260.505005,257.117004,257.976013,257.976013
2015/8/18,257.925995,257.993011,211.078995,211.078995,211.078995
2015/8/19,225.671005,237.408997,222.766006,226.684006,226.684006
2015/8/20,226.899002,237.365005,226.899002,235.350006,235.350006
2015/8/21,235.354996,236.432007,231.723999,232.569,232.569
2015/8/22,232.662003,234.957001,222.703995,230.389999,230.389999
2015/8/23,230.376007,232.705002,225.580002,228.169006,228.169006
2015/8/24,228.112,228.139008,210.442993,210.494995,210.494995
2015/8/25,210.067993,226.320999,199.567001,221.608994,221.608994
2015/8/26,222.076004,231.182999,220.203995,225.830994,225.830994
2015/8/27,226.050003,228.643005,223.684006,224.768997,224.768997
2015/8/28,224.701004,235.218994,220.925995,231.395996,231.395996
2015/8/29,231.548996,233.222,227.330002,229.779999,229.779999
2015/8/30,229.895004,232.067993,226.246994,228.761002,228.761002
2015/8/31,229.113998,231.955994,225.914993,230.056,230.056
2015/9/1,230.255997,231.216003,226.860001,228.121002,228.121002
2015/9/2,228.026993,230.576996,226.475006,229.283997,229.283997
2015/9/3,229.324005,229.604996,226.667007,227.182999,227.182999
2015/9/4,227.214996,230.899994,227.050995,230.298004,230.298004
2015/9/5,230.199005,236.143005,229.442993,235.018997,235.018997
2015/9/6,234.869995,242.912003,234.681,239.839996,239.839996
2015/9/7,239.934006,242.106003,238.722,239.847,239.847
2015/9/8,239.845993,245.781006,239.677994,243.606995,243.606995
2015/9/9,243.414993,244.416,237.820999,238.167999,238.167999
2015/9/10,238.335999,241.292999,235.791,238.477005,238.477005
2015/9/11,238.328995,241.169006,238.328995,240.106995,240.106995
2015/9/12,239.854996,240.123993,234.753998,235.229004,235.229004
2015/9/13,235.242004,235.934998,229.332001,230.511993,230.511993
2015/9/14,230.608994,232.440002,227.960999,230.643997,230.643997
2015/9/15,230.492004,259.182007,229.822006,230.304001,230.304001
2015/9/16,230.25,231.214996,227.401993,229.091003,229.091003
2015/9/17,229.076004,230.285004,228.925995,229.809998,229.809998
2015/9/18,233.520996,234.352997,232.184998,232.975006,232.975006
2015/9/19,232.858002,233.205002,231.089005,231.492996,231.492996
2015/9/20,231.399002,232.365005,230.910004,231.212006,231.212006
2015/9/21,231.216995,231.216995,226.520996,227.085007,227.085007
2015/9/22,226.968994,232.386002,225.117004,230.617996,230.617996
2015/9/23,230.936005,231.835007,229.591003,230.283005,230.283005
2015/9/24,230.358002,235.649002,230.294998,234.529007,234.529007
2015/9/25,234.362,237.427002,233.684006,235.143997,235.143997
2015/9/26,235.076004,235.403,233.358002,234.339996,234.339996
2015/9/27,234.139008,234.526001,232.475998,232.757004,232.757004
2015/9/28,232.835999,239.339005,232.466995,239.141998,239.141998
2015/9/29,239.016006,239.802002,235.927994,236.686996,236.686996
2015/9/30,236.639999,237.733994,235.628998,236.059998,236.059998
2015/10/1,236.003998,238.445007,235.615997,237.548996,237.548996
2015/10/2,237.264008,238.541,236.602997,237.292999,237.292999
2015/10/3,237.201996,239.315002,236.944,238.729996,238.729996
2015/10/4,238.531006,238.968002,237.940002,238.259003,238.259003
2015/10/5,238.147003,240.382996,237.035004,240.382996,240.382996
2015/10/6,240.363998,246.934998,240.136002,246.063004,246.063004
2015/10/7,246.169998,246.681,242.585007,242.968994,242.968994
2015/10/8,243.074997,244.251007,242.179001,242.304001,242.304001
2015/10/9,242.498001,244.227997,242.121994,243.931,243.931
2015/10/10,243.740005,245.319,243.074005,244.940994,244.940994
2015/10/11,244.742004,247.242996,244.151993,247.050003,247.050003
2015/10/12,246.875,247.453995,245.179001,245.307999,245.307999
2015/10/13,245.199997,250.235992,243.757004,249.507996,249.507996
2015/10/14,249.492996,254.274994,248.903,251.988998,251.988998
2015/10/15,252.106995,255.962006,252.046005,254.320007,254.320007
2015/10/16,254.296005,266.13501,253.925995,262.868988,262.868988
2015/10/17,262.747009,273.578003,262.367004,270.640015,270.640015
2015/10/18,270.907013,271.667999,260.777008,261.643005,261.643005
2015/10/19,261.860992,264.820007,260.950989,263.437012,263.437012
2015/10/20,263.571991,270.834991,263.22699,269.463013,269.463013
2015/10/21,269.306,270.769989,263.838989,266.272003,266.272003
2015/10/22,266.496002,276.51001,266.13501,274.02301,274.02301
2015/10/23,273.648987,278.68399,273.542999,276.496002,276.496002
2015/10/24,276.503998,281.705994,276.503998,281.653992,281.653992
2015/10/25,281.445007,294.05899,281.445007,283.679993,283.679993
2015/10/26,283.627991,285.299988,280.51001,285.299988,285.299988
2015/10/27,285.181,296.212006,285.007996,293.787994,293.787994
2015/10/28,293.703003,306.330994,293.703003,304.618011,304.618011
2015/10/29,304.324005,318.170013,301.822998,313.855011,313.855011
2015/10/30,313.942993,334.169006,313.940002,328.015015,328.015015
2015/10/31,328.511993,332.777008,309.251007,314.165985,314.165985
2015/11/1,315.005005,327.471985,311.881012,325.431,325.431
2015/11/2,325.941986,365.359985,323.209015,361.188995,361.188995
2015/11/3,361.872986,417.899994,357.647003,403.416992,403.416992
2015/11/4,403.664001,495.562012,380.548004,411.562988,411.562988
2015/11/5,408.076996,447.561005,374.580994,386.354004,386.354004
2015/11/6,388.046997,395.835999,354.024994,374.470001,374.470001
2015/11/7,374.269012,390.585999,372.433014,386.481995,386.481995
2015/11/8,384.278015,389.894989,368.700012,373.368011,373.368011
2015/11/9,374.324005,385.278015,362.894989,380.256989,380.256989
2015/11/10,379.984009,381.386993,329.108002,336.819,336.819
2015/11/11,339.820007,340.584991,300.997009,311.084015,311.084015
2015/11/12,314.07901,345.080994,313.355988,338.152008,338.152008
2015/11/13,338.497986,340.914001,326.075012,336.752991,336.752991
2015/11/14,336.623993,338.181,329.970001,332.906006,332.906006
2015/11/15,333.050995,334.661987,317.48999,320.165985,320.165985
2015/11/16,319.734985,331.626007,315.904999,330.751007,330.751007
2015/11/17,330.362,338.350006,329.614014,335.093994,335.093994
2015/11/18,334.592987,336.531006,330.640015,334.589996,334.589996
2015/11/19,334.678986,335.334015,325.27301,326.148987,326.148987
2015/11/20,326.411011,326.472992,312.21701,322.022003,322.022003
2015/11/21,322.09201,328.158997,319.595001,326.927002,326.927002
2015/11/22,326.975006,327.01001,321.259003,324.536011,324.536011
2015/11/23,324.350006,325.118011,321.290009,323.04599,323.04599
2015/11/24,323.014008,323.058014,318.118011,320.04599,320.04599
2015/11/25,320.045013,329.134003,316.769989,328.205994,328.205994
2015/11/26,328.303009,366.756989,328.229004,352.68399,352.68399
2015/11/27,351.860992,363.588989,347.869995,358.041992,358.041992
2015/11/28,357.140991,359.536011,352.171997,357.381012,357.381012
2015/11/29,357.471985,371.938995,355.665985,371.294006,371.294006
